DT_REFERENCIA;PROJETO;TIPO;VALOR_TEC;VALOR_COM
28/12/2021;PRJ-91956;PREVISTO;8;8
01/01/2022;PRJ-91956;PREVISTO;8;8
01/02/2022;PRJ-91956;PREVISTO;8;8
01/03/2022;PRJ-91956;PREVISTO;8;8
15/12/2023;PRJ-99958;PREVISTO;8;8
28/12/2021;PRJ-91957;PREVISTO;8;8
01/01/2022;PRJ-91957;PREVISTO;8;8
01/02/2022;PRJ-91957;PREVISTO;8;8
01/03/2022;PRJ-91957;PREVISTO;8;8
31/07/2023;PRJ-99583;PREVISTO;8;8
01/08/2023;PRJ-99583;PREVISTO;8;8
01/09/2023;PRJ-99583;PREVISTO;8;8
01/10/2023;PRJ-99583;PREVISTO;8;8
01/11/2023;PRJ-99583;PREVISTO;8;8
30/11/2023;PRJ-99133;PREVISTO;8;8
30/11/2022;PRJ-99912;PREVISTO;8;8
01/12/2022;PRJ-99912;PREVISTO;8;8
01/01/2023;PRJ-99912;PREVISTO;8;8
01/02/2023;PRJ-99912;PREVISTO;8;8
01/03/2023;PRJ-99912;PREVISTO;8;8
31/07/2021;PRJ-99647;PREVISTO;8;8
01/08/2021;PRJ-99647;PREVISTO;8;8
01/09/2021;PRJ-99647;PREVISTO;8;8
01/10/2021;PRJ-99647;PREVISTO;8;8
01/11/2021;PRJ-99647;PREVISTO;8;8
08/01/2021;PRJ-99679;PREVISTO;8;8
31/03/2021;PRJ-91987;PREVISTO;8;8
01/04/2021;PRJ-91987;PREVISTO;8;8
27/07/2021;PRJ-99672;PREVISTO;8;8
01/08/2021;PRJ-99672;PREVISTO;8;8
28/02/2023;PRJ-91193;PREVISTO;8;8
01/03/2023;PRJ-91193;PREVISTO;8;8
30/11/2021;PRJ-99652;PREVISTO;8;8
31/10/2023;PRJ-92177;PREVISTO;8;8
31/01/2022;PRJ-99686;PREVISTO;8;8
28/07/2023;PRJ-99949;PREVISTO;8;8
01/08/2023;PRJ-99949;PREVISTO;8;8
01/09/2023;PRJ-99949;PREVISTO;8;8
01/10/2023;PRJ-99949;PREVISTO;8;8
01/11/2023;PRJ-99949;PREVISTO;8;8
01/12/2023;PRJ-99949;PREVISTO;8;8
29/10/2021;PRJ-91157;PREVISTO;8;8
01/11/2021;PRJ-91157;PREVISTO;8;8
01/12/2021;PRJ-91157;PREVISTO;8;8
01/01/2022;PRJ-91157;PREVISTO;8;8
01/02/2022;PRJ-91157;PREVISTO;8;8
01/03/2022;PRJ-91157;PREVISTO;8;8
06/11/2023;PRJ-99426;PREVISTO;8;8
17/12/2021;PRJ-91297;PREVISTO;8;8
01/01/2022;PRJ-91297;PREVISTO;8;8
21/08/2023;PRJ-99755;PREVISTO;8;8
01/09/2023;PRJ-99755;PREVISTO;8;8
01/10/2023;PRJ-99755;PREVISTO;8;8
01/11/2023;PRJ-99755;PREVISTO;8;8
01/12/2023;PRJ-99755;PREVISTO;8;8
30/11/2022;PRJ-91345;PREVISTO;8;8
31/10/2022;PRJ-91354;PREVISTO;8;8
30/06/2023;PRJ-91975;PREVISTO;8;8
01/07/2023;PRJ-91975;PREVISTO;8;8
01/08/2023;PRJ-91975;PREVISTO;8;8
01/09/2023;PRJ-91975;PREVISTO;8;8
01/10/2023;PRJ-91975;PREVISTO;8;8
01/11/2023;PRJ-91975;PREVISTO;8;8
01/12/2023;PRJ-91975;PREVISTO;8;8
30/04/2022;PRJ-91368;PREVISTO;8;8
01/05/2022;PRJ-91368;PREVISTO;8;8
01/06/2022;PRJ-91368;PREVISTO;8;8
01/07/2022;PRJ-91368;PREVISTO;8;8
01/08/2022;PRJ-91368;PREVISTO;8;8
01/09/2022;PRJ-91368;PREVISTO;8;8
01/10/2022;PRJ-91368;PREVISTO;8;8
01/11/2022;PRJ-91368;PREVISTO;8;8
01/12/2022;PRJ-91368;PREVISTO;8;8
01/01/2023;PRJ-91368;PREVISTO;8;8
01/02/2023;PRJ-91368;PREVISTO;8;8
01/03/2023;PRJ-91368;PREVISTO;8;8
01/04/2023;PRJ-91368;PREVISTO;8;8
01/05/2023;PRJ-91368;PREVISTO;8;8
01/06/2023;PRJ-91368;PREVISTO;8;8
01/07/2023;PRJ-91368;PREVISTO;8;8
01/08/2023;PRJ-91368;PREVISTO;8;8
01/09/2023;PRJ-91368;PREVISTO;8;8
30/09/2021;PRJ-91385;PREVISTO;8;8
01/10/2021;PRJ-91385;PREVISTO;8;8
22/10/2021;PRJ-91386;PREVISTO;8;8
01/11/2021;PRJ-91386;PREVISTO;8;8
01/12/2021;PRJ-91386;PREVISTO;8;8
01/01/2022;PRJ-91386;PREVISTO;8;8
01/02/2022;PRJ-91386;PREVISTO;8;8
01/03/2022;PRJ-91386;PREVISTO;8;8
01/04/2022;PRJ-91386;PREVISTO;8;8
01/05/2022;PRJ-91386;PREVISTO;8;8
16/11/2021;PRJ-91387;PREVISTO;8;8
25/11/2022;PRJ-99399;PREVISTO;8;8
01/12/2022;PRJ-99399;PREVISTO;8;8
01/01/2023;PRJ-99399;PREVISTO;8;8
01/02/2023;PRJ-99399;PREVISTO;8;8
01/03/2023;PRJ-99399;PREVISTO;8;8
01/04/2023;PRJ-99399;PREVISTO;8;8
01/05/2023;PRJ-99399;PREVISTO;8;8
01/06/2023;PRJ-99399;PREVISTO;8;8
01/07/2023;PRJ-99399;PREVISTO;8;8
01/08/2023;PRJ-99399;PREVISTO;8;8
01/09/2023;PRJ-99399;PREVISTO;8;8
30/06/2022;PRJ-91494;PREVISTO;8;8
01/07/2022;PRJ-91494;PREVISTO;8;8
01/08/2022;PRJ-91494;PREVISTO;8;8
01/09/2022;PRJ-91494;PREVISTO;8;8
01/10/2022;PRJ-91494;PREVISTO;8;8
01/11/2022;PRJ-91494;PREVISTO;8;8
01/12/2022;PRJ-91494;PREVISTO;8;8
01/01/2023;PRJ-91494;PREVISTO;8;8
01/02/2023;PRJ-91494;PREVISTO;8;8
01/03/2023;PRJ-91494;PREVISTO;8;8
01/04/2023;PRJ-91494;PREVISTO;8;8
01/05/2023;PRJ-91494;PREVISTO;8;8
01/06/2023;PRJ-91494;PREVISTO;8;8
01/07/2023;PRJ-91494;PREVISTO;8;8
01/08/2023;PRJ-91494;PREVISTO;8;8
01/09/2023;PRJ-91494;PREVISTO;8;8
01/10/2023;PRJ-91494;PREVISTO;8;8
01/11/2023;PRJ-91494;PREVISTO;8;8
01/12/2023;PRJ-91494;PREVISTO;8;8
31/03/2023;PRJ-91419;PREVISTO;8;8
01/04/2023;PRJ-91419;PREVISTO;8;8
01/05/2023;PRJ-91419;PREVISTO;8;8
30/05/2023;PRJ-91431;PREVISTO;8;8
31/12/2022;PRJ-91523;PREVISTO;8;8
01/01/2023;PRJ-91523;PREVISTO;8;8
01/02/2023;PRJ-91523;PREVISTO;8;8
01/03/2023;PRJ-91523;PREVISTO;8;8
01/04/2023;PRJ-91523;PREVISTO;8;8
01/05/2023;PRJ-91523;PREVISTO;8;8
01/06/2023;PRJ-91523;PREVISTO;8;8
01/07/2023;PRJ-91523;PREVISTO;8;8
01/08/2023;PRJ-91523;PREVISTO;8;8
01/09/2023;PRJ-91523;PREVISTO;8;8
01/10/2023;PRJ-91523;PREVISTO;8;8
01/11/2023;PRJ-91523;PREVISTO;8;8
01/12/2023;PRJ-91523;PREVISTO;8;8
30/09/2023;PRJ-99599;PREVISTO;8;8
01/10/2023;PRJ-99599;PREVISTO;8;8
30/12/2021;PRJ-99896;PREVISTO;8;8
01/01/2022;PRJ-99896;PREVISTO;8;8
01/02/2022;PRJ-99896;PREVISTO;8;8
01/03/2022;PRJ-99896;PREVISTO;8;8
01/04/2022;PRJ-99896;PREVISTO;8;8
01/05/2022;PRJ-99896;PREVISTO;8;8
01/06/2022;PRJ-99896;PREVISTO;8;8
01/07/2022;PRJ-99896;PREVISTO;8;8
01/08/2022;PRJ-99896;PREVISTO;8;8
01/09/2022;PRJ-99896;PREVISTO;8;8
01/10/2022;PRJ-99896;PREVISTO;8;8
01/11/2022;PRJ-99896;PREVISTO;8;8
01/12/2022;PRJ-99896;PREVISTO;8;8
01/01/2023;PRJ-99896;PREVISTO;8;8
01/02/2023;PRJ-99896;PREVISTO;8;8
01/03/2023;PRJ-99896;PREVISTO;8;8
01/04/2023;PRJ-99896;PREVISTO;8;8
01/05/2023;PRJ-99896;PREVISTO;8;8
01/06/2023;PRJ-99896;PREVISTO;8;8
01/07/2023;PRJ-99896;PREVISTO;8;8
01/08/2023;PRJ-99896;PREVISTO;8;8
01/09/2023;PRJ-99896;PREVISTO;8;8
01/10/2023;PRJ-99896;PREVISTO;8;8
01/11/2023;PRJ-99896;PREVISTO;8;8
01/12/2023;PRJ-99896;PREVISTO;8;8
30/09/2022;PRJ-99849;PREVISTO;8;8
01/10/2022;PRJ-99849;PREVISTO;8;8
01/11/2022;PRJ-99849;PREVISTO;8;8
01/12/2022;PRJ-99849;PREVISTO;8;8
01/01/2023;PRJ-99849;PREVISTO;8;8
01/02/2023;PRJ-99849;PREVISTO;8;8
01/03/2023;PRJ-99849;PREVISTO;8;8
01/04/2023;PRJ-99849;PREVISTO;8;8
01/05/2023;PRJ-99849;PREVISTO;8;8
01/06/2023;PRJ-99849;PREVISTO;8;8
01/07/2023;PRJ-99849;PREVISTO;8;8
01/08/2023;PRJ-99849;PREVISTO;8;8
01/09/2023;PRJ-99849;PREVISTO;8;8
01/10/2023;PRJ-99849;PREVISTO;8;8
01/11/2023;PRJ-99849;PREVISTO;8;8
01/12/2023;PRJ-99849;PREVISTO;8;8
03/07/2023;PRJ-91619;PREVISTO;8;8
17/02/2023;PRJ-91635;PREVISTO;8;8
30/06/2023;PRJ-91699;PREVISTO;8;8
01/07/2023;PRJ-91699;PREVISTO;8;8
30/11/2022;PRJ-99446;PREVISTO;8;8
01/12/2022;PRJ-99446;PREVISTO;8;8
01/01/2023;PRJ-99446;PREVISTO;8;8
01/02/2023;PRJ-99446;PREVISTO;8;8
01/03/2023;PRJ-99446;PREVISTO;8;8
01/04/2023;PRJ-99446;PREVISTO;8;8
01/05/2023;PRJ-99446;PREVISTO;8;8
01/06/2023;PRJ-99446;PREVISTO;8;8
25/05/2022;PRJ-99892;PREVISTO;8;8
30/11/2022;PRJ-91798;PREVISTO;8;8
01/12/2022;PRJ-91798;PREVISTO;8;8
01/01/2023;PRJ-91798;PREVISTO;8;8
01/02/2023;PRJ-91798;PREVISTO;8;8
01/03/2023;PRJ-91798;PREVISTO;8;8
01/04/2023;PRJ-91798;PREVISTO;8;8
01/05/2023;PRJ-91798;PREVISTO;8;8
01/06/2023;PRJ-91798;PREVISTO;8;8
01/07/2023;PRJ-91798;PREVISTO;8;8
01/08/2023;PRJ-91798;PREVISTO;8;8
01/09/2023;PRJ-91798;PREVISTO;8;8
01/10/2023;PRJ-91798;PREVISTO;8;8
01/11/2023;PRJ-91798;PREVISTO;8;8
01/12/2023;PRJ-91798;PREVISTO;8;8
30/09/2023;PRJ-99922;PREVISTO;8;8
01/10/2023;PRJ-99922;PREVISTO;8;8
01/11/2023;PRJ-99922;PREVISTO;8;8
30/11/2023;PRJ-99543;PREVISTO;8;8
01/12/2023;PRJ-99543;PREVISTO;8;8
30/12/2022;PRJ-91825;PREVISTO;8;8
01/01/2023;PRJ-91825;PREVISTO;8;8
01/02/2023;PRJ-91825;PREVISTO;8;8
01/03/2023;PRJ-91825;PREVISTO;8;8
01/04/2023;PRJ-91825;PREVISTO;8;8
01/05/2023;PRJ-91825;PREVISTO;8;8
01/06/2023;PRJ-91825;PREVISTO;8;8
01/07/2023;PRJ-91825;PREVISTO;8;8
01/08/2023;PRJ-91825;PREVISTO;8;8
01/09/2023;PRJ-91825;PREVISTO;8;8
01/10/2023;PRJ-91825;PREVISTO;8;8
01/11/2023;PRJ-91825;PREVISTO;8;8
01/12/2023;PRJ-91825;PREVISTO;8;8
20/12/2022;PRJ-99576;PREVISTO;8;8
01/01/2023;PRJ-99576;PREVISTO;8;8
01/02/2023;PRJ-99576;PREVISTO;8;8
01/03/2023;PRJ-99576;PREVISTO;8;8
01/04/2023;PRJ-99576;PREVISTO;8;8
01/05/2023;PRJ-99576;PREVISTO;8;8
01/06/2023;PRJ-99576;PREVISTO;8;8
01/07/2023;PRJ-99576;PREVISTO;8;8
01/08/2023;PRJ-99576;PREVISTO;8;8
01/09/2023;PRJ-99576;PREVISTO;8;8
01/10/2023;PRJ-99576;PREVISTO;8;8
01/11/2023;PRJ-99576;PREVISTO;8;8
01/12/2023;PRJ-99576;PREVISTO;8;8
30/09/2023;PRJ-91925;PREVISTO;8;8
01/10/2023;PRJ-91925;PREVISTO;8;8
01/11/2023;PRJ-91925;PREVISTO;8;8
30/11/2023;PRJ-91924;PREVISTO;8;8
01/12/2023;PRJ-91924;PREVISTO;8;8
31/08/2023;PRJ-91962;PREVISTO;8;8
01/09/2023;PRJ-91962;PREVISTO;8;8
01/10/2023;PRJ-91962;PREVISTO;8;8
01/11/2023;PRJ-91962;PREVISTO;8;8
01/12/2023;PRJ-91962;PREVISTO;8;8
31/08/2023;PRJ-91423;PREVISTO;8;8
01/09/2023;PRJ-91423;PREVISTO;8;8
30/06/2022;PRJ-91332;PREVISTO;8;8
01/07/2022;PRJ-91332;PREVISTO;8;8
01/08/2022;PRJ-91332;PREVISTO;8;8
01/09/2022;PRJ-91332;PREVISTO;8;8
01/10/2022;PRJ-91332;PREVISTO;8;8
01/11/2022;PRJ-91332;PREVISTO;8;8
01/12/2022;PRJ-91332;PREVISTO;8;8
01/01/2023;PRJ-91332;PREVISTO;8;8
01/02/2023;PRJ-91332;PREVISTO;8;8
01/03/2023;PRJ-91332;PREVISTO;8;8
01/04/2023;PRJ-91332;PREVISTO;8;8
01/05/2023;PRJ-91332;PREVISTO;8;8
01/06/2023;PRJ-91332;PREVISTO;8;8
01/07/2023;PRJ-91332;PREVISTO;8;8
01/08/2023;PRJ-91332;PREVISTO;8;8
01/09/2023;PRJ-91332;PREVISTO;8;8
01/10/2023;PRJ-91332;PREVISTO;8;8
01/11/2023;PRJ-91332;PREVISTO;8;8
01/12/2023;PRJ-91332;PREVISTO;8;8
26/04/2023;PRJ-91369;PREVISTO;8;8
01/05/2023;PRJ-91369;PREVISTO;8;8
01/06/2023;PRJ-91369;PREVISTO;8;8
01/07/2023;PRJ-91369;PREVISTO;8;8
01/08/2023;PRJ-91369;PREVISTO;8;8
01/09/2023;PRJ-91369;PREVISTO;8;8
01/10/2023;PRJ-91369;PREVISTO;8;8
01/11/2023;PRJ-91369;PREVISTO;8;8
01/12/2023;PRJ-91369;PREVISTO;8;8
31/10/2022;PRJ-91363;PREVISTO;8;8
01/11/2022;PRJ-91363;PREVISTO;8;8
30/06/2023;PRJ-91463;PREVISTO;8;8
30/12/2021;PRJ-91974;PREVISTO;8;8
01/01/2022;PRJ-91974;PREVISTO;8;8
01/02/2022;PRJ-91974;PREVISTO;8;8
01/03/2022;PRJ-91974;PREVISTO;8;8
01/04/2022;PRJ-91974;PREVISTO;8;8
01/05/2022;PRJ-91974;PREVISTO;8;8
01/06/2022;PRJ-91974;PREVISTO;8;8
30/11/2021;PRJ-91541;PREVISTO;8;8
26/12/2023;PRJ-91542;PREVISTO;8;8
31/10/2021;PRJ-91543;PREVISTO;8;8
01/11/2021;PRJ-91543;PREVISTO;8;8
30/06/2023;PRJ-91598;PREVISTO;8;8
30/10/2023;PRJ-91658;PREVISTO;8;8
01/11/2023;PRJ-91658;PREVISTO;8;8
01/12/2023;PRJ-91658;PREVISTO;8;8
31/07/2022;PRJ-91396;PREVISTO;8;8
01/08/2022;PRJ-91396;PREVISTO;8;8
01/09/2022;PRJ-91396;PREVISTO;8;8
01/10/2022;PRJ-91396;PREVISTO;8;8
01/11/2022;PRJ-91396;PREVISTO;8;8
30/09/2023;PRJ-91746;PREVISTO;8;8
29/09/2023;PRJ-91769;PREVISTO;8;8
01/10/2023;PRJ-91769;PREVISTO;8;8
28/02/2023;PRJ-91786;PREVISTO;8;8
01/03/2023;PRJ-91786;PREVISTO;8;8
28/04/2023;PRJ-91916;PREVISTO;8;8
30/06/2023;PRJ-91957;PREVISTO;8;8
01/07/2023;PRJ-91957;PREVISTO;8;8
01/08/2023;PRJ-91957;PREVISTO;8;8
09/09/2022;PRJ-92981;PREVISTO;8;8
30/06/2023;PRJ-99586;PREVISTO;8;8
01/07/2023;PRJ-99586;PREVISTO;8;8
01/08/2023;PRJ-99586;PREVISTO;8;8
01/09/2023;PRJ-99586;PREVISTO;8;8
01/10/2023;PRJ-99586;PREVISTO;8;8
01/11/2023;PRJ-99586;PREVISTO;8;8
23/12/2021;PRJ-99221;PREVISTO;8;8
01/01/2022;PRJ-99221;PREVISTO;8;8
01/02/2022;PRJ-99221;PREVISTO;8;8
01/03/2022;PRJ-99221;PREVISTO;8;8
01/04/2022;PRJ-99221;PREVISTO;8;8
01/05/2022;PRJ-99221;PREVISTO;8;8
01/06/2022;PRJ-99221;PREVISTO;8;8
01/07/2022;PRJ-99221;PREVISTO;8;8
01/08/2022;PRJ-99221;PREVISTO;8;8
01/09/2022;PRJ-99221;PREVISTO;8;8
01/10/2022;PRJ-99221;PREVISTO;8;8
01/11/2022;PRJ-99221;PREVISTO;8;8
31/08/2023;PRJ-91945;PREVISTO;8;8
01/09/2023;PRJ-91945;PREVISTO;8;8
01/10/2023;PRJ-91945;PREVISTO;8;8
01/11/2023;PRJ-91945;PREVISTO;8;8
01/12/2023;PRJ-91945;PREVISTO;8;8
25/11/2023;PRJ-99399;PREVISTO;8;8
30/09/2023;PRJ-99435;PREVISTO;8;8
31/07/2023;PRJ-91919;GUIA;8;8
31/07/2023;PRJ-91924;GUIA;8;8
24/08/2023;PRJ-99454;GUIA;8;8
01/09/2023;PRJ-99454;GUIA;8;8
01/10/2023;PRJ-99454;GUIA;8;8
01/11/2023;PRJ-99454;GUIA;8;8
01/12/2023;PRJ-99454;GUIA;8;8
30/09/2021;PRJ-99367;GUIA;8;8
01/10/2021;PRJ-99367;GUIA;8;8
01/11/2021;PRJ-99367;GUIA;8;8
30/11/2023;PRJ-91119;GUIA;8;8
30/12/2022;PRJ-99963;GUIA;8;8
01/01/2023;PRJ-99963;GUIA;8;8
01/02/2023;PRJ-99963;GUIA;8;8
01/03/2023;PRJ-99963;GUIA;8;8
01/04/2023;PRJ-99963;GUIA;8;8
01/05/2023;PRJ-99963;GUIA;8;8
01/06/2023;PRJ-99963;GUIA;8;8
01/07/2023;PRJ-99963;GUIA;8;8
01/08/2023;PRJ-99963;GUIA;8;8
01/09/2023;PRJ-99963;GUIA;8;8
01/10/2023;PRJ-99963;GUIA;8;8
01/11/2023;PRJ-99963;GUIA;8;8
01/12/2023;PRJ-99963;GUIA;8;8
30/09/2021;PRJ-99376;GUIA;8;8
01/10/2021;PRJ-99376;GUIA;8;8
01/11/2021;PRJ-99376;GUIA;8;8
01/12/2021;PRJ-99376;GUIA;8;8
01/01/2022;PRJ-99376;GUIA;8;8
01/02/2022;PRJ-99376;GUIA;8;8
01/03/2022;PRJ-99376;GUIA;8;8
01/04/2022;PRJ-99376;GUIA;8;8
01/05/2022;PRJ-99376;GUIA;8;8
01/06/2022;PRJ-99376;GUIA;8;8
01/07/2022;PRJ-99376;GUIA;8;8
01/08/2022;PRJ-99376;GUIA;8;8
01/09/2022;PRJ-99376;GUIA;8;8
01/10/2022;PRJ-99376;GUIA;8;8
01/11/2022;PRJ-99376;GUIA;8;8
31/12/2023;PRJ-99978;GUIA;8;8
28/07/2023;PRJ-99211;GUIA;8;8
01/08/2023;PRJ-99211;GUIA;8;8
01/09/2023;PRJ-99211;GUIA;8;8
01/10/2023;PRJ-99211;GUIA;8;8
01/11/2023;PRJ-99211;GUIA;8;8
30/03/2022;PRJ-99718;GUIA;8;8
31/10/2022;PRJ-91554;GUIA;8;8
01/11/2022;PRJ-91554;GUIA;8;8
01/12/2022;PRJ-91554;GUIA;8;8
01/01/2023;PRJ-91554;GUIA;8;8
01/02/2023;PRJ-91554;GUIA;8;8
01/03/2023;PRJ-91554;GUIA;8;8
01/04/2023;PRJ-91554;GUIA;8;8
01/05/2023;PRJ-91554;GUIA;8;8
01/06/2023;PRJ-91554;GUIA;8;8
01/07/2023;PRJ-91554;GUIA;8;8
01/08/2023;PRJ-91554;GUIA;8;8
01/09/2023;PRJ-91554;GUIA;8;8
01/10/2023;PRJ-91554;GUIA;8;8
01/11/2023;PRJ-91554;GUIA;8;8
01/12/2023;PRJ-91554;GUIA;8;8
30/06/2022;PRJ-99397;GUIA;8;8
01/07/2022;PRJ-99397;GUIA;8;8
01/08/2022;PRJ-99397;GUIA;8;8
01/09/2022;PRJ-99397;GUIA;8;8
30/11/2023;PRJ-92143;GUIA;8;8
01/12/2023;PRJ-92143;GUIA;8;8
15/02/2021;PRJ-99561;GUIA;8;8
01/03/2021;PRJ-99561;GUIA;8;8
01/04/2021;PRJ-99561;GUIA;8;8
01/05/2021;PRJ-99561;GUIA;8;8
01/06/2021;PRJ-99561;GUIA;8;8
01/07/2021;PRJ-99561;GUIA;8;8
01/08/2021;PRJ-99561;GUIA;8;8
01/09/2021;PRJ-99561;GUIA;8;8
01/10/2021;PRJ-99561;GUIA;8;8
01/11/2021;PRJ-99561;GUIA;8;8
01/12/2021;PRJ-99561;GUIA;8;8
01/01/2022;PRJ-99561;GUIA;8;8
01/02/2022;PRJ-99561;GUIA;8;8
01/03/2022;PRJ-99561;GUIA;8;8
01/04/2022;PRJ-99561;GUIA;8;8
01/05/2022;PRJ-99561;GUIA;8;8
01/06/2022;PRJ-99561;GUIA;8;8
01/07/2022;PRJ-99561;GUIA;8;8
01/08/2022;PRJ-99561;GUIA;8;8
01/09/2022;PRJ-99561;GUIA;8;8
01/10/2022;PRJ-99561;GUIA;8;8
01/11/2022;PRJ-99561;GUIA;8;8
01/12/2022;PRJ-99561;GUIA;8;8
01/01/2023;PRJ-99561;GUIA;8;8
01/02/2023;PRJ-99561;GUIA;8;8
01/03/2023;PRJ-99561;GUIA;8;8
01/04/2023;PRJ-99561;GUIA;8;8
01/05/2023;PRJ-99561;GUIA;8;8
01/06/2023;PRJ-99561;GUIA;8;8
01/07/2023;PRJ-99561;GUIA;8;8
01/08/2023;PRJ-99561;GUIA;8;8
01/09/2023;PRJ-99561;GUIA;8;8
01/10/2023;PRJ-99561;GUIA;8;8
01/11/2023;PRJ-99561;GUIA;8;8
01/12/2023;PRJ-99561;GUIA;8;8
31/10/2022;PRJ-99544;GUIA;8;8
01/11/2022;PRJ-99544;GUIA;8;8
01/12/2022;PRJ-99544;GUIA;8;8
01/01/2023;PRJ-99544;GUIA;8;8
01/02/2023;PRJ-99544;GUIA;8;8
01/03/2023;PRJ-99544;GUIA;8;8
01/04/2023;PRJ-99544;GUIA;8;8
01/05/2023;PRJ-99544;GUIA;8;8
01/06/2023;PRJ-99544;GUIA;8;8
01/07/2023;PRJ-99544;GUIA;8;8
01/08/2023;PRJ-99544;GUIA;8;8
01/09/2023;PRJ-99544;GUIA;8;8
01/10/2023;PRJ-99544;GUIA;8;8
01/11/2023;PRJ-99544;GUIA;8;8
01/12/2023;PRJ-99544;GUIA;8;8
05/04/2021;PRJ-91998;GUIA;8;8
01/05/2021;PRJ-91998;GUIA;8;8
01/06/2021;PRJ-91998;GUIA;8;8
01/07/2021;PRJ-91998;GUIA;8;8
01/08/2021;PRJ-91998;GUIA;8;8
01/09/2021;PRJ-91998;GUIA;8;8
01/10/2021;PRJ-91998;GUIA;8;8
01/11/2021;PRJ-91998;GUIA;8;8
20/10/2023;PRJ-99386;GUIA;8;8
01/11/2023;PRJ-99386;GUIA;8;8
01/12/2023;PRJ-99386;GUIA;8;8
17/02/2023;PRJ-91616;GUIA;8;8
30/11/2022;PRJ-99846;GUIA;8;8
01/12/2022;PRJ-99846;GUIA;8;8
01/01/2023;PRJ-99846;GUIA;8;8
01/02/2023;PRJ-99846;GUIA;8;8
01/03/2023;PRJ-99846;GUIA;8;8
01/04/2023;PRJ-99846;GUIA;8;8
01/05/2023;PRJ-99846;GUIA;8;8
01/06/2023;PRJ-99846;GUIA;8;8
01/07/2023;PRJ-99846;GUIA;8;8
01/08/2023;PRJ-99846;GUIA;8;8
01/09/2023;PRJ-99846;GUIA;8;8
01/10/2023;PRJ-99846;GUIA;8;8
01/11/2023;PRJ-99846;GUIA;8;8
01/12/2023;PRJ-99846;GUIA;8;8
29/09/2023;PRJ-99469;GUIA;8;8
01/10/2023;PRJ-99469;GUIA;8;8
01/11/2023;PRJ-99469;GUIA;8;8
01/12/2023;PRJ-99469;GUIA;8;8
31/07/2023;PRJ-99753;GUIA;8;8
30/11/2021;PRJ-99418;GUIA;8;8
01/12/2021;PRJ-99418;GUIA;8;8
01/01/2022;PRJ-99418;GUIA;8;8
01/02/2022;PRJ-99418;GUIA;8;8
01/03/2022;PRJ-99418;GUIA;8;8
01/04/2022;PRJ-99418;GUIA;8;8
01/05/2022;PRJ-99418;GUIA;8;8
31/08/2023;PRJ-99479;GUIA;8;8
01/09/2023;PRJ-99479;GUIA;8;8
01/10/2023;PRJ-99479;GUIA;8;8
01/11/2023;PRJ-99479;GUIA;8;8
31/05/2023;PRJ-91121;GUIA;8;8
31/10/2021;PRJ-99789;GUIA;8;8
30/09/2021;PRJ-99748;GUIA;8;8
01/10/2021;PRJ-99748;GUIA;8;8
01/11/2021;PRJ-99748;GUIA;8;8
01/12/2021;PRJ-99748;GUIA;8;8
01/01/2022;PRJ-99748;GUIA;8;8
30/11/2023;PRJ-91453;GUIA;8;8
01/12/2023;PRJ-91453;GUIA;8;8
30/06/2022;PRJ-91439;GUIA;8;8
01/07/2022;PRJ-91439;GUIA;8;8
30/11/2022;PRJ-91992;GUIA;8;8
01/12/2022;PRJ-91992;GUIA;8;8
01/01/2023;PRJ-91992;GUIA;8;8
01/02/2023;PRJ-91992;GUIA;8;8
01/03/2023;PRJ-91992;GUIA;8;8
01/04/2023;PRJ-91992;GUIA;8;8
01/05/2023;PRJ-91992;GUIA;8;8
01/06/2023;PRJ-91992;GUIA;8;8
01/07/2023;PRJ-91992;GUIA;8;8
01/08/2023;PRJ-91992;GUIA;8;8
01/09/2023;PRJ-91992;GUIA;8;8
01/10/2023;PRJ-91992;GUIA;8;8
01/11/2023;PRJ-91992;GUIA;8;8
01/12/2023;PRJ-91992;GUIA;8;8
29/12/2023;PRJ-91765;GUIA;8;8
28/04/2023;PRJ-92192;GUIA;8;8
30/06/2023;PRJ-91595;GUIA;8;8
01/07/2023;PRJ-91595;GUIA;8;8
01/08/2023;PRJ-91595;GUIA;8;8
01/09/2023;PRJ-91595;GUIA;8;8
01/10/2023;PRJ-91595;GUIA;8;8
01/11/2023;PRJ-91595;GUIA;8;8
31/10/2023;PRJ-91815;GUIA;8;8
01/11/2023;PRJ-91815;GUIA;8;8
01/12/2023;PRJ-91815;GUIA;8;8
20/12/2023;PRJ-99279;GUIA;8;8
30/09/2022;PRJ-99281;GUIA;8;8
01/10/2022;PRJ-99281;GUIA;8;8
01/11/2022;PRJ-99281;GUIA;8;8
26/07/2023;PRJ-92524;GUIA;8;8
01/08/2023;PRJ-92524;GUIA;8;8
01/09/2023;PRJ-92524;GUIA;8;8
31/12/2021;PRJ-99394;GUIA;8;8
01/01/2022;PRJ-99394;GUIA;8;8
01/02/2022;PRJ-99394;GUIA;8;8
01/03/2022;PRJ-99394;GUIA;8;8
01/04/2022;PRJ-99394;GUIA;8;8
01/05/2022;PRJ-99394;GUIA;8;8
01/06/2022;PRJ-99394;GUIA;8;8
01/07/2022;PRJ-99394;GUIA;8;8
01/08/2022;PRJ-99394;GUIA;8;8
01/09/2022;PRJ-99394;GUIA;8;8
01/10/2022;PRJ-99394;GUIA;8;8
01/11/2022;PRJ-99394;GUIA;8;8
